slug,name,category,history_source_mode,has_avax_history,has_total_history,avax_history_days,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason,label_confidence_v2,structural_decay_label_v2,structural_decay_target_v2
elk,Elk,Dexs,avax_core,1,1,1635,1635,44098.26108,224439.31577999998,180341.05469999998,0.1964818905580073,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
embr-finance,Embr Finance,Dexs,avax_core,1,1,1527,1527,8754.54513,8754.54513,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
emdx,EMDX,Derivatives,avax_core,1,1,1204,1204,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
emiswap,EmiSwap,Dexs,avax_core,1,1,1342,1532,2.00065,33547.838059999995,33545.83740999999,5.963573558516218e-05,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
empiredex,EmpireDEX,Dexs,avax_core,1,1,1559,1559,24844.37692,2511902.47449,2487058.0975699998,0.009890661429856762,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
envelop,Envelop,NftFi,avax_core,1,1,711,721,0.0,3790.7761499999997,3790.7761499999997,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
etha-lend,ETHA Lend,Yield,avax_core,1,1,1207,1440,12.69183,12101.86319,12089.17136,0.0010487500809369173,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
euler-v2,Euler V2,Lending,avax_core,1,1,384,554,16776776.5019,485384537.73118,468607761.22928,0.03456388738775907,15.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,
eulerdebt,EulerDebt,Secondary Debt Markets,avax_core,1,1,101,101,2990.96478,36241.770800000006,33250.80602,0.08252810814641538,1.0,0.783014,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.783014,censored,
everestdao,EverestDAO,DAO Service Provider,avax_core,1,1,650,650,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
excellion-finance,Excellion Finance,Risk Curators,avax_core,1,1,144,144,29724.8932,29724.8932,0.0,1.0,1.0,0.818356,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.818356,censored,
ferdyflip,FerdyFlip,Luck Games,avax_core,1,1,997,997,2703.71023,2703.99847,0.2882399999998597,0.999893402306548,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
flair-dex,Flair Dex,Dexs,avax_core,1,1,1081,1081,48764.25991,48764.25991,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
flashliquidity,FlashLiquidity,Dexs,avax_core,1,1,840,1074,0.0,90.27083999999999,90.27083999999999,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
float,Float,Derivatives,avax_core,1,1,1551,1620,16525.34508,144420.17794999998,127894.83286999998,0.11442545850983007,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
flokifi-locker,FlokiFi Locker,Token Locker,avax_core,1,1,1061,1061,101116.73974,10830983.07033,10729866.33059,0.00933587829317133,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
folks-finance-xchain,Folks Finance xChain,Lending,avax_core,1,1,504,504,12837445.08387,16691627.98204,3854182.89817,0.7690948478891899,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
fortifi,FortiFi,Yield Aggregator,avax_core,1,1,678,678,415711.98424,415711.98424,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
fortress,Fortress,Reserve Currency,avax_core,1,1,1562,1562,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
fractal-protocol,Fractal Protocol,Yield,avax_core,1,1,1234,1351,0.0,25661.869120000003,25661.869120000003,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
frax-swap,Frax Swap,Dexs,avax_core,1,1,1262,1263,212707.11762,13792200.622609999,13579493.504989998,0.015422275490345055,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
freebie-life-finance,Freebie Life Finance,Yield Lottery,avax_core,1,1,1193,1193,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
frost-finance,Frost Finance,Yield,avax_core,1,1,1569,1643,51801.28851,51801.28851,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,insufficient_early_window,
frozen-walrus-finance,Frozen Walrus Finance,Algo-Stables,avax_core,1,1,1339,1339,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
futureswap,FutureSwap,Derivatives,avax_core,1,1,1325,1814,0.0,10.40345,10.40345,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
fwx-derivatives,FWX Derivatives,Derivatives,avax_core,1,1,785,785,3554.45354,4177.17177,622.71823,0.8509234802187702,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
fwx-dex,FWX DEX,Dexs,avax_core,1,1,578,578,862.96093,12711.06165,11848.10072,0.06789054712829592,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
gaia-dao,Gaia DAO,Reserve Currency,avax_core,1,1,1507,1507,4.80762,4.80762,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
gaj-finance,Gaj Finance,Yield,total_only,0,1,0,1531,0.0,17625.54822,17625.54822,0.0,1.0,0.25,no_avax_core_history,unknown,,0,0,boundary_excluded,no_avax_core_history_total_only,0.25,missing_avax_history,
galaxygoogle-dao,GalaxyGoogle DAO,Reserve Currency,avax_core,1,1,634,634,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
gamma,Gamma,Liquidity Manager,avax_core,1,1,871,1568,1105.23802,4745298.17486,4744192.93684,0.00023291223844592397,15.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
genius,Genius,Yield,avax_core,1,1,1105,1105,1.38399,22.85049,21.4665,0.06056719133812886,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
geode,Geode,Liquid Staking,avax_core,1,1,1258,1258,471862.54128,471862.54128,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
glacier-exchange-v2,Glacier Exchange V2,Dexs,avax_core,1,1,1073,1073,8498.89125,8498.89125,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
glacier-exchange-v3,Glacier Exchange V3,Dexs,avax_core,1,1,891,891,2293.14073,2293.14073,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
gmd-protocol,GMD Protocol,Yield Aggregator,avax_core,1,1,991,1232,229116.58088,827256.59687,598140.01599,0.27695950899259464,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
gmx-v1-perps,GMX V1 Perps,Derivatives,avax_core,1,1,1542,1650,1910667.10216,3181053.59406,1270386.4919,0.6006397080916209,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
gmx-v2-perps,GMX V2 Perps,Derivatives,avax_core,1,1,943,943,11052033.42784,257911989.53009,246859956.10225,0.04285195677787823,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
goldlink,GoldLink,Leveraged Farming,avax_core,1,1,552,595,15.03124,3031.25947,3016.22823,0.004958744095898858,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
goldstation-dex-v3,GOLDSTATION DEX V3,Dexs,avax_core,1,1,426,426,59953.39763,59953.39763,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,
gondola-finance,Gondola Finance,Dexs,avax_core,1,1,1777,1777,65.95341,65.95341,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
granary-finance,Granary Finance,Lending,avax_core,1,1,1368,1463,2591.69677,156063.74323,153472.04645999998,0.01660665518050832,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
grape-finance,Grape Finance,Algo-Stables,avax_core,1,1,1509,1509,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
grave-finance,Grave Finance,Algo-Stables,avax_core,1,1,1468,1468,389.60198,389.60198,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
grim-finance,Grim Finance,Yield,avax_core,1,1,1092,1648,20.97878,23590.67248,23569.6937,0.0008892828306520578,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
gro,Gro,Yield,avax_core,1,1,1546,1744,25556.72398,1782383.23863,1756826.51465,0.014338512294159453,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
growth-defi,Growth DeFi,Yield,avax_core,1,1,1586,1858,22316.64657,22316.64747,0.0008999999990919605,0.9999999596713619,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
guru-network-classic,Guru Network Classic,Yield,avax_core,1,1,1050,1484,68.96964,3233053.02213,3232984.05249,2.133266591296465e-05,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
gyroscope-protocol,Gyroscope Protocol,Dexs,avax_core,1,1,358,1107,15900.19508,1808656.58989,1792756.39481,0.00879116310353146,9.0,0.996164,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.996164,censored,
hakuswap,HakuSwap,Dexs,avax_core,1,1,1515,1515,26074.3556,26074.3556,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
hashflow,Hashflow,DEX Aggregator,avax_core,1,1,1382,1382,10243.31852,582462.77663,572219.45811,0.017586219980039862,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,insufficient_early_window,
hedgefarm,HedgeFarm,Yield,avax_core,1,1,1237,1237,36363.84572,36363.84572,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
hermes-finance,Hermes Finance,Algo-Stables,avax_core,1,1,1517,1517,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
homora-v2,Homora V2,Leveraged Farming,avax_core,1,1,1484,1854,397914.70785,110273717.07445998,109875802.36660999,0.003608427451314773,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
honeyfarm,HoneyFarm,Yield,avax_core,1,1,1544,1544,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
hot-takes,Hot Takes,SoFi,avax_core,1,1,851,851,612.98383,612.98383,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
hubble-exchange,Hubble Exchange,Derivatives,avax_core,1,1,1309,1309,78486.07253,78486.07253,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
hunnyswap,HunnySwap,Dexs,avax_core,1,1,1347,1347,58957.31232,58957.31232,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
hurricaneswap,HurricaneSwap,Dexs,avax_core,1,1,1610,1610,39636.86462,39636.86462,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
hypha,Hypha,Liquid Staking,avax_core,1,1,983,983,21940600.24524,21940600.24524,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
ice-dao,Ice DAO,Reserve Currency,avax_core,1,1,1548,1548,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
icecream-finance,IceCream Finance,Algo-Stables,avax_core,1,1,1496,1496,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
impermax-v2,Impermax V2,Lending,avax_core,1,1,1562,1796,90752.9117,756979.99073,666227.0790299999,0.11988812493244592,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
impossible-finance,Impossible Finance,Launchpad,avax_core,1,1,1291,1566,2.19031,174099.92435000002,174097.73404,1.2580763651549514e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
incognito,Incognito,Dexs,avax_core,1,1,711,711,58.50671,127.11726,68.61055,0.4602577966202229,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
insurace,InsurAce,Insurance,avax_core,1,1,1616,1733,10166.12817,136311.94272,126145.81455,0.0745798788216405,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
ipor-fusion,IPOR Fusion,Yield Aggregator,fetch_failed,0,0,0,0,,,,,,0.0,data_fetch_failed,unknown,,0,0,data_incomplete,protocol_fetch_failed,0.0,data_fetch_failed,
iron-bank,Iron Bank,Lending,avax_core,1,1,1507,1507,55547.11427,213607.74886,158060.63459,0.2600425994208944,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
iron-finance,Iron Finance,CDP,avax_core,1,1,1642,1700,29.83632,315821.01045,315791.17413,9.447224539459071e-05,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
jarvis-network,Jarvis Network,Derivatives,avax_core,1,1,1103,1781,322.92685,292517.80882,292194.88197,0.0011039562045903064,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
joe-dex,Joe DEX,Dexs,avax_core,1,1,1658,1658,13418789.2844,13490807.7557,72018.47130000032,0.994661663511618,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
joe-lend,Joe Lend,Lending,avax_core,1,1,1255,1255,2379149.50193,2379149.50193,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
joe-stek,Joe Stek,Farm,avax_core,1,1,709,709,40194.23967,40194.23967,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
joe-v2,Joe V2,Dexs,avax_core,1,1,1208,1208,98173.04326,165505.88796000002,67332.84470000002,0.5931694906451109,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
joe-v2.1,Joe V2.1,Dexs,avax_core,1,1,1067,1067,2773204.2633,3975091.05464,1201886.79134,0.6976454690422563,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
joe-v2.2,Joe V2.2,Dexs,avax_core,1,1,627,627,27538439.05425,30325538.474669997,2787099.4204199985,0.90809398412668,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
k3-capital,K3 Capital,Risk Curators,avax_core,1,1,889,889,16030519.21008,218277051.91457,202246532.70449,0.07344115686679732,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
kalmy-app,Kalmy App,Yield,avax_core,1,1,1349,1494,0.0,32795.44231,32795.44231,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
kandyland-finance,Kandyland Finance,Reserve Currency,avax_core,1,1,600,600,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
karma-dao,Karma DAO,Reserve Currency,avax_core,1,1,1521,1521,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
kassandra-dao,Kassandra DAO,Indexes,avax_core,1,1,1491,1491,691.58966,854.1287599999999,162.53909999999996,0.809701876798997,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
kayak-v2,Kayak V2,Dexs,avax_core,1,1,616,616,844.65023,844.65023,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
kewl-exchange,KEWL EXCHANGE,Dexs,avax_core,1,1,360,739,0.28538,31640.554930000002,31640.26955,9.019437258017776e-06,1.0,0.99726,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.99726,censored,
keyring,Keyring,Risk Curators,avax_core,1,1,221,221,6224534.89963,6224534.89963,0.0,1.0,1.0,0.881644,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.881644,censored,
kine-finance,Kine Finance,Yield,avax_core,1,1,1487,1808,966.0513,1013591.70962,1012625.6583199999,0.0009530970812322221,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
kitty-finance,Kitty Finance,Algo-Stables,avax_core,1,1,1535,1535,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
kuu-finance,Kuu Finance,Dexs,avax_core,1,1,749,749,11300.58013,11300.58013,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
kyberswap-classic,KyberSwap Classic,Dexs,avax_core,1,1,1634,1947,69499.49861,1038016.88744,968517.38883,0.06695411168252043,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
kyberswap-elastic,KyberSwap Elastic,Dexs,avax_core,1,1,1037,1037,386.80603,120669.15507000001,120282.34904,0.003205508729845787,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
lagoon,Lagoon,Onchain Capital Allocator,avax_core,1,1,230,441,4435506.59678,122856655.33546002,118421148.73868002,0.03610310393579291,8.0,0.926027,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.926027,censored,
lama-miner,Lama Miner,Ponzi,avax_core,1,1,689,689,0.08135,0.08135,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
leech-protocol,Leech Protocol,Yield Aggregator,avax_core,1,1,899,899,9.46296,3503.12041,3493.65745,0.002701294529581985,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
life-dao,Life DAO,Reserve Currency,avax_core,1,1,1552,1552,69.50376,69.50376,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
louverture,Louverture,Yield,avax_core,1,1,614,614,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
lydia,Lydia,Dexs,avax_core,1,1,1783,1783,49559.26902,49559.26902,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
magic-square,Magic Square,Farm,avax_core,1,1,161,161,335.618,11833.71457,11498.09657,0.02836117079001002,1.0,0.832329,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.832329,censored,
magik-farm,Magik Farm,Yield Aggregator,avax_core,1,1,1300,1300,2969.78172,3762.76933,792.9876100000001,0.7892542591761796,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
magnet-dao,Magnet DAO,Algo-Stables,avax_core,1,1,1525,1525,0.65951,0.65951,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
marginswap,MarginSwap,Dexs,avax_core,1,1,610,610,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
maximizer,Maximizer,Reserve Currency,avax_core,1,1,646,646,0.45728,0.45728,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
meow-miner,Meow Miner,Ponzi,avax_core,1,1,725,725,0.0351,0.0351,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
mev-capital,MEV Capital,Risk Curators,avax_core,1,1,412,412,231138997.8761,326406161.66052,95267163.78442001,0.7081330716927366,9.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,
midasdao,MidasDAO,Reserve Currency,avax_core,1,1,637,637,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
mint-club-v2,Mint Club V2,Launchpad,avax_core,1,1,709,709,521.6434,730120.6565699999,729599.0131699999,0.0007144619116114376,5.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
mintswap,MintSwap,Farm,avax_core,1,1,1570,1570,1231.18523,1231.18523,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
monocerus,Monocerus,Dexs,avax_core,1,1,878,878,198.00357,202.82513,4.821560000000005,0.9762279950221158,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
monroe-protocol,Monroe Protocol,CDP,avax_core,1,1,681,728,3911.35342,5008.26052,1096.9071,0.7809804231190434,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
moremoney,Moremoney,Lending,avax_core,1,1,1449,1449,7473.88535,7473.88535,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
mozaic,Mozaic,Yield,avax_core,1,1,902,902,1189.0275,7439.87036,6250.84286,0.15981830898462052,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
multi-chain-miner,Multi-Chain Miner,Ponzi,avax_core,1,1,1609,1609,0.10531,2.94466,2.83935,0.03576304225275584,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
multipli.fi,Multipli.fi,Yield,avax_core,1,1,206,360,15715.89281,342521093.07653004,342505377.18372005,4.588299269058029e-05,5.0,0.911507,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.911507,censored,
mushrooms-finance,Mushrooms Finance,Yield Aggregator,avax_core,1,1,1429,1883,15189.59023,28540.8594,13351.269170000001,0.5322050754365161,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
mux-perps,MUX Perps,Derivatives,avax_core,1,1,1219,1219,389034.60012,8962580.097199999,8573545.497079998,0.04340654096263401,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
napier,Napier,Yield,avax_core,1,1,360,615,0.0,298243.87330000004,298243.87330000004,0.0,1.0,0.99726,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.99726,censored,
native-swap,Native Swap,Dexs,avax_core,1,1,913,1064,1.8334,4513.66949,4511.83609,0.00040618835828850193,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
nereus-finance,Nereus Finance,Lending,avax_core,1,1,1473,1473,73744.42467,73744.42467,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
nested,Nested,Indexes,avax_core,1,1,1434,1434,5684.09007,140517.97454999998,134833.88447999998,0.04045098207686912,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
noaharkdao,NoahArkDAO,Reserve Currency,avax_core,1,1,1504,1504,15.54072,15.54072,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
nodo,NODO,Prediction Market,avax_core,1,1,425,425,0.00833,0.84549,0.83716,0.009852275012123149,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,censored,
nord-finance,Nord Finance,Yield Aggregator,avax_core,1,1,1419,1419,101.40761,5071.34697,4969.939359999999,0.019996188507685565,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
north-pole,North Pole,CDP,avax_core,1,1,1406,1406,698.50267,698.50267,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
o2-dao,O2 DAO,Reserve Currency,avax_core,1,1,1553,1553,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
oddz,Oddz,Options,avax_core,1,1,1481,1562,59193.24177,59199.59287,6.35109999999986,0.9998927171676003,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
oh-finance,Oh Finance,Yield,avax_core,1,1,1547,1547,2666.23988,3036.08206,369.8421800000001,0.878184392684037,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
